name,city,price
"swimming pool, en-suite BR's, entertainment!",Cape Town,2000
Strand Oranje 3,Cape Town,951
Sea Facing St James Terrace,Cape Town,951
Spacious apt with sea view & garden,Cape Town,5258
"Comfortable guest suite, centrally located",Southern Suburbs,545
Marina Da Gama accommodation near Muizenberg beach,Cape Town,2503
1 BIRCH LODGE,Cape Town,2196
Atlantic Breeze Guesthouse Guinea Fowl room,Sunset Beach,1398
Entire family holiday home in West beach,Cape Town,2000
"""Spekboom Cottage"" in the heart of Newlands",Cape Town,769
1 bed Condo in trendy De Waterkant,Cape Town,797
Faulconier 001,Cape Town,3804
Pembroke 207,Cape Town,5594
Spectacular Sea View retreat in Fishhoek,Fish Hoek,448
6@ Steynsrust Family home,Somerset West,2503
Contemporary splendor on the Kalk Bay mountainside,Cape Town,2601
Gull on the Bay B&B - Room with Spectacular Views,Cape Town,1902
10th Floor Cape Town Apartment with awesome view,Cape Town,1496
Devonport House Cape Town Wild Olive room,Cape Town,1650
Noble Lodge,Cape Town,2503
Panoramic Table Mountain view,Cape Town,1245
Private bedroom doorsteps from the V&A Waterfront,Cape Town,979
Restio Eco House,Cape Town,1594
Pure paradise above historic Simon's Town,Cape Town,2000
Cosy room ideal for business traveller,Cape Town,350
Prime position on beachfront,Cape Town,797
JJ Cozy Home,Cape Town,1007
Lake Michelle Retreat,Cape Town,2293
Hout Bay Home with a View,Cape Town,434
Stay in a luxury villa - pool*garden*location!,Cape Town,1203
Seaside 3 bedroom house in Muizenberg,Cape Town,951
M.A.M.A.s Guesthouse,Cape Town,797
Campbell's Corner,Cape Town,643
Beautiful Old School Apartment with Magical Views,Cape Town,1203
Table Mountain Views just off Kloof street,Cape Town,783
M.A.M.A.s Guesthouse,Cape Town,797
M.A.M.A.s Guesthouse,Cape Town,797
Open and spacious trendy one bed Gardens apartment,Cape Town,951
Blouberg Nautica Holiday Apartment,Cape Town,5006
"Stylish, family-living in Fernwood, Newlands.",Cape Town,6503
M.A.M.A.s Guesthouse,Cape Town,797
Room to relax,Cape Town,294
Perfect Camps Bay home with gorgeous views,Cape Town,7496
Blue Roof Bungalow,Cape Town,895
Sunny and central Garden Cottage,Cape Town,797
"Quaint, flat let in the heart of Somerset West",Cape Town,797
Cormorant and Kingfisher Hotspot,Cape Town,1496
Chic Urban Living in The heart of Cape Town,Cape Town,1496
Clear Skies,Cape Town,3007
Modern New Apartment * Walk to the Beach,Cape Town,3007
"Central & spacious loft apartment, in Gardens",Cape Town,545
Beautiful Ocean View Cape Town Penthouse Apartment,Cape Town,2503
Vredekloof apartment,Cape Town,420
Scenic Mountainside House near Beach,Cape Town,434
Ocean View Apartments,Cape Town,3007
Villa Watsonia - Aloe Suite,Cape Town,951
Elegant Family Home Nestled Under Table Mountain!,Cape Town,6447
Durbanville Wine Country - 2 Bedroom Apartment,Cape Town,545
Green Point flat with garden,Cape Town,1748
Ocean&Table view Paradise Place,Cape Town,1091
Shamballah,Cape Town,7006
El ero mew,Cape Town,420
dk villas 2 The Boardwalk,Cape Town,1818
Villa Santa Barbara,Cape Town,4503
"Entire 2 bed, 2.5 bathroom beach front apartment",Kaapstad,1007
"Kick Back at a Cool, Calming Abode Bathed in Natural Light",Cape Town,1105
Bright room in small self catering lodge,Cape Town,489
Happy Home in the Heart of Cape Town,Cape Town,797
Luxurious 3 bedroomed beach house in Cape Town,Cape Town,5999
Magnificent 1 Bedroomed Apartment views to die for,Cape Town,769
Ultimate Luxury apartment with views,Cape Town,1301
"Luxury Family Villa, Claremont Cape Town",Cape Town,10293
Petite home in Cape Town,Cape Town,895
401 Infinity Apartment,Cape Town,1203
Aster close,Cape Town,392
Your home away from home,Cape Town,1301
Beautiful room in shared apartment in Vredehoek,Cape Town,252
Casa du Lac,Cape Town,3748
SJ's Flat,Cape Town,1301
Muncottage,Cape Town,797
Kloof Street Apartment - Private Room,Cape Town,2196
Charming one bedroom luxury studio apartment,Cape Town,643
Seafoam - Unique ideally positioned beach house,Cape Town,1538
Lighthouseway Self catering apartment,Cape Town,797
"Aprt 1 , 14 Ixia st",Cape Town,1105
"La Grotto, Rondebosch",Cape Town,853
Flower House,Cape Town,266
"Aprt 2 , 14 Ixia St",Cape Town,1301
Sunset Beach Family Home,Cape Town,4000
Sun & Sea in a Downtown Mediterranean Villa,Cape Town,4992
"Luxury, Ultra modern Cape Town Villa",Cape Town,11999
Spacious charming top floor Cape Town Apartment,Cape Town,1175
"De Waterkant, Highfield Street",Cape Town,1496
Chrismar Corner,Cape Town,378
Spilhaus Manor,Cape Town,11999
Obz in Comfort,Cape Town,853
Campsbay Sea View Apartment,Cape Town,1594
Luxurious Villa with Pool & Herb Garden!,Cape Town,6503
Central Sea Point beach home,Cape Town,2503
Noordhaven Sunsets,Cape Town,2909
Contemporary Apartment with Views Upper Sea Point,Cape Town,1874
Luxurious duplex apartment on the beach.,Cape Town,1426
Thistlewood Cottage - Pretty guest suite,Cape Town,545
Houtkapperspoort Cottage 6 - Three Bedroom,Cape Town,2447
⭐️Kitesurfers Dream⭐️By the beach⭐️Sea and TM view,Bloubergstrand,993
Cosy ideal sleep&go.UBER @ yr door.TOURISTS I LOVE,Cape Town,797
Cape Town Art Deco Penthouse,Cape Town,1356
"Charming, bright, city centre apartment .",Cape Town,643
Gorgeous Clifton 5 bed villa on 4th beach,Cape Town,3972
Delightful apartment in Green Point,Cape Town,643
The ESSENTIAL Sea Point Studio,Cape Town,601
Light  & Airy Apartment in The Village of Hout Bay,Cape Town,797
Room for rent in upmarket apartment in Big Bay,Cape Town,448
BEACH BABE - Large PATIO + 1Bedroom Sleeps 4,Cape Town,1329
"Upper Tree Villa , Camps Bay",Cape Town,15005
"Furnished, ultra-spacious garden apartment",Cape Town,587
"STYLISH APARTMENT, Seaside Village, Big Bay",Cape Town,937
Antique chic Bantry Bay Penthouse with Sea views,Cape Town,2000
Bantry Bay Penthouse with unspoiled sea views,Cape Town,1398
Island Club G18 La Savina - One Bedroom Apartment,Cape Town,1804
"Large family Villa in Constantia, Cape Town.",Cape Town,35003
The Sentinel 710 - Studio Apartment,Cape Town,1958
Family home with large garden in Tokai,Cape Town,2000
Incredible Mountain Views from the 7th Floor,Cape Town,965
Guinea Fowl Close,Cape Town,3398
Beautiful spacious family home in prime location,Cape Town,4000
Veld and Sea Surf Shack,Cape Town,643
Cork Tree Cottage,Cape Town,1007
Joy's Guest House Bellville,Cape Town,601
"Modern, bright and trendy 2 bedroom apartment",Cape Town,1007
LAZY RESTING,Cape Town,1203
Lavender & Lace - Cape life by the Sea - 2 Bedroom,Cape Town,853
Observatory Lower Main - 1 Bedroom,Cape Town,434
★Stylish Family Getaway★Nature. Eco-estate. Relax.,Cape Town,1245
Environmently Aware ~ Disable Friendly Beach Villa,Cape Town,2503
Houtkapperspoort Cottage 2 - Three Bedroom,Cape Town,2447
Modern Whale View Cottage Above Village,Cape Town,895
Holiday House in Marina Da Gama,Cape Town,1203
spacious and neat home,Cape Town,350
Villa 44,Cape Town,15005
Odin Drive,Cape Town,406
Twin Room / King,Cape Town,797
twin / king no vlei view,Marina da Gama,699
3 Bedroom House,Marina da Gama,3007
Nature-lovers Sanctuary in Constantia Winelands,Cape Town,4000
"Light,  Airy Apartment nr Constantia Wine Route",Cape Town,657
Door Number 9,Cape Town,392
Summertime - Retro in Sea Point... Walk to Beach!,Cape Town,420
Luxury apartment at the foot of table mountain,Cape Town,1580
Sunnycove Sun,Cape Town,755
Martini in the Gardens,Cape Town,657
Blouberg Self-Catering Ground Floor Apartment.,Cape Town,797
Melkbosstrand apartment on golf estate,Cape Town,1496
'The Haveli' Gordons Bay Farm Stay,Cape Town,1105
ROBINSON I,Cape Town,2853
Century City/Canal Walk 2 bed Luxury 10 min to CBD,Cape Town,1356
Sea -and- Sun-on- Frere SEA POINT,Cape Town,951
Modern bright apartment in trendy Tamboerskloof,"Tamboerskloof, Cape Town",1203
Silvertree House,Cape Town,7496
Goose Green Lodge-Semi selfcatering room/pool view,Noordhoek,1105
Goose Green Lodge - Robins Nest Studio Apartment,Noordhoek,1496
Goose Green Lodge - Guinea Fowl Cottage,Noordhoek,1944
Goose Green Lodge - Sunbird Cottage,Noordhoek,1748
Blue beach chalet,Cape Town,601
"Clifton Beach, sunsets, mountains",Cape Town,1245
Beautiful 1-bed apartment with views of Lions Head,Cape Town,671
"Mont Blanc 181, Hibiscusstraat, Gordonsbaai",Cape Town,1007
"Epic View, Private Room in Modern Shared Apartment",Cape Town,406
Charming Victorian Home in Trendy Woodstock,Cape Town,1203
Harbouredge Luxury Two Bedroom with Balcony,Cape Town,1930
Constantia Family Home,Cape Town,4405
Constantia Tree & Leaf Cottage,Cape Town,979
Hout Bay Sunsets,"Hout Bay, Cape Town",4028
Harbouredge Three Bedroom with Balcony,Cape Town,2867
Harbouredge Luxury Serviced Studio,Cape Town,1301
FLAT TO SHARE CAPETOWN,Cape Town,587
"Superior living in prime, central location.",Cape Town,2000
Bella Rosa Village Apartments,Cape Town,853
Baltic BnB Eersterivier Cape Town,Cape Town,545
"Cape Town, Flamingo Vlei House",Cape Town,3496
Minimalist spacious private room,Cape Town,294
14 on Da Curl,Cape Town,601
My Happy Place on Church,Cape Town,489
Cape Town Heritage Beach House | Sleeps 4 to 14,Cape Town,2293
Kite surfers Dream,Cape Town,797
Rondebosch garden flat - perfect for work travel.,Cape Town,517
"Purple room, TabuHouse, Bloubergstrand",Cape Town,364
Sleek modern home for families or small groups,Cape Town,1496
Cape Town Heritage Homestay experience-Room 6,Cape Town,308
Little blue on Long Street,Cape Town,797
"The Pottery, a Simon's Town Studio with view",Cape Town,601
CapeTown Appartment Lynwood Gardens,Cape Town,1203
Cape Town Apartment The Lothians,Cape Town,797
Stunning Ocean/ Forest Bantry Bay Home,Cape Town,25004
Spectacular Villa with ocean and mountain views,Cape Town,15998
S12,Cape Town,1356
"Studio 2 TabuHouse, Bloubergstrand",Cape Town,615
Cape Town Villa,Cape Town,9999
Crestrest,Cape Town,392
Breezy 2 Bed Luxury Apartment in Bantry Bay,Cape Town,4503
See the Sights in Style from Table Mountain Gem,Cape Town,1077
"Bella Casa 
Self-catering apartment",Cape Town,895
"★★★★★WOW views,3 balconies | Beachfront,3 Bedrooms",Bloubergstrand,1147
"St James, Kalk Bay seaside Apartment",Cape Town,895
Coastal Chic - Kommetjie Cape Town,Cape Town,797
Cozy and Comfortable Flatlet in Vanguard Estate,Cape Town,517
A charming Victorian home,Cape Town,2699
Cape Town Guest Suite,Cape Town,140
Tranquil home in mountains overlooking Noordhoek,Cape Town,895
One bedroom apartment in quiet Suburb of Pinelands,Cape Town,406
ANOUD MANOR,Hout Bay,9789
Hout Bay Garden Apartment,Cape Town,895
Sea Front Apartment with Garden Bantry Bay,Cape Town,3007
Cape Town Apartment,Cape Town,475
"Sugarbird, Hout Bay",Cape Town,797
SJ's Studio,Cape Town,951
Self catering garden flat,Cape Town,434
"Hidden gem, all decked out!",Cape Town,1063
Newlands I,Cape Town,5398
Beautiful Townhouse with ocean views,Cape Town,1524
Fish Eagle's Call,Cape Town,1804
Hikers delight on Table Mountain,Cape Town,699
Homely apartment in Cape Town city centre,Cape Town,1049
Harbouredge :Leisure flat with terrace,Cape Town,1203
Eastern Mistique,Cape Town,294
Bedroom in Constantia Cape Town,Cape Town,993
Cape Robins Rest,Cape Town,1049
Incredible Green Point Apartment near V&A!,Cape Town,2000
Marina da Gama - Duck-In on Water's Edge,Cape Town,378
"1 bedroom, private lounge, kitchen and bathroom.",Cape Town,350
Surfer's Paradise,Cape Town,587
"Cape Town, Newlands, Studio Apartment",Cape Town,699
The Jewel House: luxurious urban-village gem,Cape Town,3202
Upstairs Self-Catering Accommodation,Cape Town,755
New Bachelorpad for amazing people,Cape Town,406
The Light Room,Cape Town,503
Harbouredge :Leisure & business flat with balcony,Cape Town,1203
Breathtaking views in Cape Town City Centre,Cape Town,1301
Ocean’s Roar,Cape Town,3007
Bayswater 1  - Three Anchor Bay,Cape Town,196
Contemporary Cape Town House,Cape Town,7999
Modern open plan family home perfect for  summer,Cape Town,4195
"Newlands, Cape Town",Cape Town,4503
The Claremont,Cape Town,545
Bantry Bay Retreat,Cape Town,8489
91 Loop Boutique Hostel Family Room,Cape Town,1301
91 Loop Boutique Hostel - 4 Bed Private Dorm,Cape Town,1245
"Meadow Manor, Hout Bay",Cape Town,1496
Casa Delfina Beach Studio - Entire Apartment,Cape Town,1189
Executive Room – Double Bed,Cape Town,3496
Luxury Executive Room - 2 Single Beds,Cape Town,3496
"Guest room, Rondebosch",Cape Town,322
Luxury Executive Room – Double Bed,Cape Town,3496
Luxury Suite – Double Bed,Cape Town,3496
Penthouse – Double Bed,Cape Town,3496
Sunset Hills,Cape Town,2391
Amalfi,Cape Town,15998
"TabuHouse2, Bloubergstrand, Cape Town",Cape Town,559
Stunning Views from Knightsbridge 2 Bed,Cape Town,671
202 Eden On The Bay,Cape Town,1049
Cape Town Townhouse,Cape Town,420
Camps Bay - Houghton Hues,Cape Town,3007
Art Deco City Loft Apartment with incredible views,Cape Town,895
Beachcomber Muizenberg Beachfront,Cape Town,1245
Newly Renovated Upstairs Apt in Historic Bo Kaap!,Cape Town,881
The Waves Muizenberg Beachfront,Cape Town,587
Polo Vacation House,Cape Town,1147
Beach Palace Muizenberg Beachfront,Cape Town,489
Majestic Loft Muizenberg Beachfront,Cape Town,475
Casa Delfina Coral Garden Room,Cape Town,420
Regal Loft Muizenberg East Beach,Cape Town,587
Royal Loft Muizenberg East Beach,Cape Town,489
Central Cape Town Apartment,Cape Town,797
The Upper Deck Muizenberg Sunrise Apartment,Cape Town,461
Lovely 2-bedroom semi-detached house in Woodstock,Cape Town,797
Garden Apartment Fish Hoek Bay,Cape Town,587
Dolphins Rest Fish Hoek Bay,Cape Town,448
Studio Apartment Fish Hoek Bay,Cape Town,559
Bay Views Apartment Simons Town,Cape Town,475
Sea Spray B105,Cape Town,1133
Villa Rosenstock with spectacular sea views,Cape Town,2447
La Cabina 601,Cape Town,1301
Kalimera,Cape Town,9006
Brits Cottage,Cape Town,601
Casa Delfina Fynbos Garden Room,Cape Town,420
Canal Living in Century City Cape Town,Cape Town,364
Kosher Home in Sea Point,Cape Town,3496
The Ideal 2-Bedroom Wynberg Apartment,Cape Town,601
LE 12 ARTIST LOFT TO SHARE PRIVATE ROOM,Cape Town,2517
Cosy room close to Observatory,Cape Town,406
Bluebird Penthouse Muizenberg Beachfront,Cape Town,1259
RiverPlum Cottage,Cape Town,727
♥Luxury Cape Town Villa with Panoramic Sea Views ♥,Cape Town,5006
The Solis Penthouse,Cape Town,4503
Affordable Flat Share,Cape Town,252
Cape Royale luxury with this beautiful 2 bed,Cape Town,2098
Comfortable Family home near to all the amenities,Cape Town,3496
Garden flat in the Mead.,Cape Town,406
Trendy Bedroom in Leafy Suburb of Panorama,Cape Town,448
Three Bedroom family Holiday House,Cape Town,1245
Comfy rooms,Cape Town,797
Simon’s Town apartment with stunning sea views,Simon’s Town,797
Home away from Home!!  (Self Catering),Cape Town,364
Bona View Beach Escape,Cape Town,1203
Magnificen Views on the Sea Point Promenade,Cape Town,1398
Cozy self-catering townhouse,Cape Town,448
Palm Springs Villa,Cape Town,9999
Cosy place in Maitland,Cape Town,322
Guest suite with separate entrance in the suburbs,Cape Town,434
Calm and Considered Sea Point home,Cape Town,853
Lovely Summer holiday home in Cpt!,Cape Town,2252
Relaxed family home,Cape Town,1496
Gool residence,Cape Town,350
Neat Rondebosch Apartment,Cape Town,420
Modern Private Studio in Cape Town Suburb,Cape Town,420
Beach Mountain Restaurants... CT at your door step,Cape Town,2923
LYNWOOD GARDENS,Cape Town,811
Constantia Gorgeous Farmhouse,Cape Town,1356
Home Sweet Home...(Self Catering),Cape Town,350
Welcome Home!! (Self Catering),Cape Town,252
The Best of Cape Town (Blouberstrand area),Cape Town,266
Beauty in trendy Woodstock,Cape Town,350
Ground Floor Home for 6   SELF CATERING...,Cape Town,1203
Well located apartment in Cape Town,Cape Town,601
"Sea Point Studio, Walk to beach+ Mountain views",Cape Town,685
McKinnon House - Unit 4,Cape Town,1762
Sunset Beach Guest Flat,Cape Town,699
Luxe sea views shared home in wind free Bantry Bay,Cape Town,1496
Fernwood Family home with knockout views,Cape Town,2293
Lovely family home close to Sea Point beaches,Cape Town,1734
25 Harbour Terrace,Cape Town,1007
**Luxurious Studio apartment with a Balcony**,Cape Town,895
★ Beach Style ♥ Central 2BR apt ★ private garage,Cape Town,364
Don Vito B&B: Sea Horse Std Room,Cape Town,308
Beautiful 2 bed / 2 bath on Ocean View Drive,Cape Town,895
Mrs Cupcakes,Cape Town,448
Spacious Home in the hub of Hout Bay,Cape Town,350
★ Amazing Views ★ La Cabina ♥ Perfect for Couples,Cape Town,364
Sweeping Views High Up in Camps Bay,Cape Town,1748
Watch Orcas and Seals Through Oceanfront Walls of Glass,Cape Town,1189
"De Waenhuis b&b, Double bedroom en suite,",Somerset West,434
Gay-friendly Guest Suite I central Cape Town,Cape Town,797
Family room in Country feel in the City,Cape Town,755
Dolls Place,Cape Town,1496
"Cape Town Central

This apartment is located on the corner of Kloof and Long Street.
Near all the restaurants and entertainment. Ideally situated to explore Cape Town .",Cape Town,643
Blouberg Beauty - 135 Eden On The Bay,Cape Town,1496
Luxury Apartment,Constantia,1594
Trendy Townhouse,Cape Town,2000
Strand Beach 1 Bedroom Apartment No. 3,Cape Town,643
Strand Beach 2 Bedroom Apartment No. 1,Cape Town,853
Tudor House,Cape Town,3496
Home Away from Home,Cape Town,294
New Waves Beach Cottage,Cape Town,1007
Sunny room in Milnerton,Cape Town,280
"Chic Views, 1 Bed Apartment w Jacuzzi, Cape Town",Cape Town,3496
Perfectly located to suit all your needs!,Cape Town,853
Curated Scandinavian Style Apartment,Cape Town,643
Porcupine Cottage,Cape Town,643
Francisca@Blouberg Beachfront,Cape Town,503
Spacious en suite room,Cape Town,643
Pelican View,Cape Town,601
Beautiful beachfront apartment with amazing views,Cape Town,853
''Wittebomen '',Cape Town,25004
Townhouse in Observatory with mountain view,Cape Town,1007
Cosy Oaks Cottage,Cape Town,601
